"","y"
"1",11.3222467977718
"2",0.887308831761766
"3",4.71247511380822
"4",3.45488631098322
"5",1.70085906638351
"6",7.9998558453227
"7",9.01141627105655
"8",-0.359095513343141
"9",5.35423232605394
"10",9.44022338752383
"11",1.62242055612396
"12",6.57231680083357
"13",5.57948112276501
"14",5.68123043284934
"15",0.881734894261956
"16",1.0999541806546
"17",4.07406183503239
"18",5.50863794825297
"19",4.86629394412008
"20",3.52647462608647
"21",9.17536513312698
"22",8.18426075603379
"23",2.94689601061289
"24",9.36147983374227
"25",5.10566955881442
"26",-1.4223249312921
"27",4.77622906140776
"28",9.67032478536873
"29",1.81352968239424
"30",0.861855938211666
"31",8.00985760280125
"32",-0.206214755644644
"33",0.481201552940033
"34",5.59503794475005
"35",7.26979319766434
"36",3.60580067300304
"37",8.21082753059028
"38",2.25140631691347
"39",3.70314591339715
"40",3.83003126876216
"41",1.19849195892824
"42",6.31420396589976
"43",2.30219387996663
"44",3.30010711610466
"45",10.5757033647045
"46",7.03248369458313
"47",5.61996833301463
"48",2.84191434579377
"49",4.55880011600723
"50",6.27116775127025
"51",3.88696208697939
"52",2.91015361040545
"53",8.16547774720666
"54",2.43087118877631
"55",1.97642943746126
"56",9.06991174285745
"57",5.7118071073206
"58",2.9858559691401
"59",3.73753322118859
"60",11.7253455348838
"61",8.82224778666368
"62",4.17118351525742
"63",2.91002708179672
"64",5.86039855729963
"65",5.85313461004516
"66",-0.00704620550699264
"67",10.7786652848473
"68",9.22393096942462
"69",2.2598854253651
"70",6.51595992597946
"71",4.62918361658626
"72",4.20639782838216
"73",1.49374152588986
"74",9.96969345855063
"75",2.89855564297421
"76",7.22986389455329
"77",3.2646302405939
"78",9.32117869058287
"79",14.2830846737533
"80",7.31484467844561
"81",8.75087923191699
"82",3.64990042234617
"83",7.34991317141474
"84",9.55804900318381
"85",6.41801453380253
"86",6.32559952989543
"87",9.17668284445921
"88",6.24343009755568
"89",2.90236207294697
"90",0.164630081724406
"91",2.70095811786386
"92",2.35410945170912
"93",7.48263835651988
"94",-0.845640638217317
"95",3.41965499038013
"96",2.81443357373336
"97",5.48285392939703
"98",14.1733370945587
"99",1.72954691317719
"100",1.69715829404111
"101",1.92553351862598
"102",17.0192677536826
"103",10.1739296695337
"104",7.03020830976089
"105",2.16192511629927
"106",4.07573858949175
"107",9.38882300818387
"108",4.77420437262824
"109",17.498156473327
"110",6.53299442074318
"111",2.62481754361442
"112",3.0423558746809
"113",7.47694114099777
"114",3.87199758924565
"115",9.23546924734934
"116",0.16271671897394
"117",6.84645372688136
"118",8.71090534781606
"119",4.77448287130817
"120",3.32012512561151
